	SampleName	OriginalSampleName	SiteName	Country	Longitude	Latitude	Elevation	LocationReliability	LocationNotes	SampleType	SampleMethod	AgeBP	AgeUncertainty	ispercent	EMPD_version	Publication1	Worker1_Role	Worker1_LastName	Worker1_Initials	Worker1_FirstName	Worker1_Address1	Worker1_Email1	Temperature	Precipitation	nat_earth	empd_countries	okexcept(Country)	Country_ok
18	Dambach_a185	185	Waldviertel	Germany	15.2	48.55	650	C	Same locations used for multiple sites at multiple altitudes; need to check PhD thesis for additional location information (BD)	moss	hand picking	-45	A	False	EMPD1	Dambach, K. 2000: Ein Versuch zur Quantifizierung der gerodeten Landoberflache einzelner Landschaften Mitteleuropas mit Hilfe der Pollenanalyse. Dissertationes botanicae 336.	R/A	Dambach	K.	Karin	No information available	dambach@uni-hohenheim.de	-2.8,-1.7,1.8,6.1,11.5,14.3,16.2,16.2,11.7,6.6,1.3,-1.6,-2.03,6.47,15.57,6.53,6.63	41.0,40.0,52.0,62.0,78.0,98.0,106.0,88.0,62.0,46.0,54.0,48.0,129.0,192.0,292.0,162.0,775.0	Austria	Austria	False	False
19	Dambach_a186	186	Waldviertel	Germany	15.2	48.55	650	C	Same locations used for multiple sites at multiple altitudes; need to check PhD thesis for additional location information (BD)	moss	hand picking	-45	A	False	EMPD1	Dambach, K. 2000: Ein Versuch zur Quantifizierung der gerodeten Landoberflache einzelner Landschaften Mitteleuropas mit Hilfe der Pollenanalyse. Dissertationes botanicae 336.	R/A	Dambach	K.	Karin	No information available	dambach@uni-hohenheim.de	-2.8,-1.7,1.8,6.1,11.5,14.3,16.2,16.2,11.7,6.6,1.3,-1.6,-2.03,6.47,15.57,6.53,6.63	41.0,40.0,52.0,62.0,78.0,98.0,106.0,88.0,62.0,46.0,54.0,48.0,129.0,192.0,292.0,162.0,775.0	Austria	Austria	False	False
20	Dambach_a187	187	Waldviertel	Germany	15.5167	48.55	580	C	Same locations used for multiple sites at multiple altitudes; need to check PhD thesis for additional location information (BD)	moss	hand picking	-45	A	False	EMPD1	Dambach, K. 2000: Ein Versuch zur Quantifizierung der gerodeten Landoberflache einzelner Landschaften Mitteleuropas mit Hilfe der Pollenanalyse. Dissertationes botanicae 336.	R/A	Dambach	K.	Karin	No information available	dambach@uni-hohenheim.de	-1.7,-0.9,3.0,6.5,11.4,14.5,16.3,16.3,12.4,7.8,2.4,-1.1,-1.23,6.97,15.7,7.53,7.24	33.0,34.0,45.0,52.0,73.0,93.0,96.0,79.0,55.0,41.0,51.0,41.0,108.0,170.0,268.0,147.0,693.0	Austria	Austria	False	False
21	Dambach_a188	188	Waldviertel	Germany	15.5167	48.55	580	C	Same locations used for multiple sites at multiple altitudes; need to check PhD thesis for additional location information (BD)	moss	hand picking	-45	A	False	EMPD1	Dambach, K. 2000: Ein Versuch zur Quantifizierung der gerodeten Landoberflache einzelner Landschaften Mitteleuropas mit Hilfe der Pollenanalyse. Dissertationes botanicae 336.	R/A	Dambach	K.	Karin	No information available	dambach@uni-hohenheim.de	-1.7,-0.9,3.0,6.5,11.4,14.5,16.3,16.3,12.4,7.8,2.4,-1.1,-1.23,6.97,15.7,7.53,7.24	33.0,34.0,45.0,52.0,73.0,93.0,96.0,79.0,55.0,41.0,51.0,41.0,108.0,170.0,268.0,147.0,693.0	Austria	Austria	False	False
22	Dambach_a189	189	Waldviertel	Germany	15.5167	48.55	580	C	Same locations used for multiple sites at multiple altitudes; need to check PhD thesis for additional location information (BD)	moss	hand picking	-45	A	False	EMPD1	Dambach, K. 2000: Ein Versuch zur Quantifizierung der gerodeten Landoberflache einzelner Landschaften Mitteleuropas mit Hilfe der Pollenanalyse. Dissertationes botanicae 336.	R/A	Dambach	K.	Karin	No information available	dambach@uni-hohenheim.de	-1.7,-0.9,3.0,6.5,11.4,14.5,16.3,16.3,12.4,7.8,2.4,-1.1,-1.23,6.97,15.7,7.53,7.24	33.0,34.0,45.0,52.0,73.0,93.0,96.0,79.0,55.0,41.0,51.0,41.0,108.0,170.0,268.0,147.0,693.0	Austria	Austria	False	False
23	Dambach_a19	19	Waldviertel	Germany	15.3833	48.3833	790	C	Same locations used for multiple sites at multiple altitudes; need to check PhD thesis for additional location information (BD)	moss	hand picking	-45	A	False	EMPD1	Dambach, K. 2000: Ein Versuch zur Quantifizierung der gerodeten Landoberflache einzelner Landschaften Mitteleuropas mit Hilfe der Pollenanalyse. Dissertationes botanicae 336.	R/A	Dambach	K.	Karin	No information available	dambach@uni-hohenheim.de	-1.5,-0.5,3.1,6.5,11.1,14.3,16.0,15.7,12.1,8.1,2.5,-0.5,-0.83,6.9,15.33,7.57,7.24	41.0,41.0,52.0,63.0,83.0,102.0,111.0,92.0,67.0,48.0,56.0,49.0,131.0,198.0,305.0,171.0,805.0	Austria	Austria	False	False
24	Dambach_a190	190	Waldviertel	Germany	15.5167	48.55	580	C	Same locations used for multiple sites at multiple altitudes; need to check PhD thesis for additional location information (BD)	moss	hand picking	-45	A	False	EMPD1	Dambach, K. 2000: Ein Versuch zur Quantifizierung der gerodeten Landoberflache einzelner Landschaften Mitteleuropas mit Hilfe der Pollenanalyse. Dissertationes botanicae 336.	R/A	Dambach	K.	Karin	No information available	dambach@uni-hohenheim.de	-1.7,-0.9,3.0,6.5,11.4,14.5,16.3,16.3,12.4,7.8,2.4,-1.1,-1.23,6.97,15.7,7.53,7.24	33.0,34.0,45.0,52.0,73.0,93.0,96.0,79.0,55.0,41.0,51.0,41.0,108.0,170.0,268.0,147.0,693.0	Austria	Austria	False	False
25	Dambach_a191	191	Waldviertel	Germany	15.5167	48.55	600	C	Same locations used for multiple sites at multiple altitudes; need to check PhD thesis for additional location information (BD)	moss	hand picking	-45	A	False	EMPD1	Dambach, K. 2000: Ein Versuch zur Quantifizierung der gerodeten Landoberflache einzelner Landschaften Mitteleuropas mit Hilfe der Pollenanalyse. Dissertationes botanicae 336.	R/A	Dambach	K.	Karin	No information available	dambach@uni-hohenheim.de	-1.7,-0.9,3.0,6.5,11.4,14.5,16.3,16.3,12.4,7.8,2.4,-1.1,-1.23,6.97,15.7,7.53,7.24	33.0,34.0,45.0,52.0,73.0,93.0,96.0,79.0,55.0,41.0,51.0,41.0,108.0,170.0,268.0,147.0,693.0	Austria	Austria	False	False
26	Dambach_a192	192	Waldviertel	Germany	15.5167	48.55	600	C	Same locations used for multiple sites at multiple altitudes; need to check PhD thesis for additional location information (BD)	moss	hand picking	-45	A	False	EMPD1	Dambach, K. 2000: Ein Versuch zur Quantifizierung der gerodeten Landoberflache einzelner Landschaften Mitteleuropas mit Hilfe der Pollenanalyse. Dissertationes botanicae 336.	R/A	Dambach	K.	Karin	No information available	dambach@uni-hohenheim.de	-1.7,-0.9,3.0,6.5,11.4,14.5,16.3,16.3,12.4,7.8,2.4,-1.1,-1.23,6.97,15.7,7.53,7.24	33.0,34.0,45.0,52.0,73.0,93.0,96.0,79.0,55.0,41.0,51.0,41.0,108.0,170.0,268.0,147.0,693.0	Austria	Austria	False	False
27	Dambach_a193	193	Waldviertel	Germany	15.5167	48.55	600	C	Same locations used for multiple sites at multiple altitudes; need to check PhD thesis for additional location information (BD)	moss	hand picking	-45	A	False	EMPD1	Dambach, K. 2000: Ein Versuch zur Quantifizierung der gerodeten Landoberflache einzelner Landschaften Mitteleuropas mit Hilfe der Pollenanalyse. Dissertationes botanicae 336.	R/A	Dambach	K.	Karin	No information available	dambach@uni-hohenheim.de	-1.7,-0.9,3.0,6.5,11.4,14.5,16.3,16.3,12.4,7.8,2.4,-1.1,-1.23,6.97,15.7,7.53,7.24	33.0,34.0,45.0,52.0,73.0,93.0,96.0,79.0,55.0,41.0,51.0,41.0,108.0,170.0,268.0,147.0,693.0	Austria	Austria	False	False
28	Dambach_a194	194	Waldviertel	Germany	15.5167	48.55	600	C	Same locations used for multiple sites at multiple altitudes; need to check PhD thesis for additional location information (BD)	moss	hand picking	-45	A	False	EMPD1	Dambach, K. 2000: Ein Versuch zur Quantifizierung der gerodeten Landoberflache einzelner Landschaften Mitteleuropas mit Hilfe der Pollenanalyse. Dissertationes botanicae 336.	R/A	Dambach	K.	Karin	No information available	dambach@uni-hohenheim.de	-1.7,-0.9,3.0,6.5,11.4,14.5,16.3,16.3,12.4,7.8,2.4,-1.1,-1.23,6.97,15.7,7.53,7.24	33.0,34.0,45.0,52.0,73.0,93.0,96.0,79.0,55.0,41.0,51.0,41.0,108.0,170.0,268.0,147.0,693.0	Austria	Austria	False	False
29	Dambach_a2	2	Waldviertel	Germany	15.45	48.3167	500	C	Same locations used for multiple sites at multiple altitudes; need to check PhD thesis for additional location information (BD)	moss	hand picking	-45	A	False	EMPD1	Dambach, K. 2000: Ein Versuch zur Quantifizierung der gerodeten Landoberflache einzelner Landschaften Mitteleuropas mit Hilfe der Pollenanalyse. Dissertationes botanicae 336.	R/A	Dambach	K.	Karin	No information available	dambach@uni-hohenheim.de	-1.1,0.1,4.1,7.8,12.5,15.8,17.4,16.8,13.0,8.7,3.3,-0.2,-0.4,8.13,16.67,8.33,8.18	31.0,33.0,42.0,55.0,75.0,91.0,96.0,81.0,57.0,41.0,49.0,39.0,103.0,172.0,268.0,147.0,690.0	Austria	Austria	False	False
30	Dambach_a20	20	Waldviertel	Germany	15.3833	48.3833	790	C	Same locations used for multiple sites at multiple altitudes; need to check PhD thesis for additional location information (BD)	moss	hand picking	-45	A	False	EMPD1	Dambach, K. 2000: Ein Versuch zur Quantifizierung der gerodeten Landoberflache einzelner Landschaften Mitteleuropas mit Hilfe der Pollenanalyse. Dissertationes botanicae 336.	R/A	Dambach	K.	Karin	No information available	dambach@uni-hohenheim.de	-1.5,-0.5,3.1,6.5,11.1,14.3,16.0,15.7,12.1,8.1,2.5,-0.5,-0.83,6.9,15.33,7.57,7.24	41.0,41.0,52.0,63.0,83.0,102.0,111.0,92.0,67.0,48.0,56.0,49.0,131.0,198.0,305.0,171.0,805.0	Austria	Austria	False	False
31	Dambach_a206	206	Waldviertel	Germany	15.15	48.5667	700	C	Same locations used for multiple sites at multiple altitudes; need to check PhD thesis for additional location information (BD)	moss	hand picking	-45	A	False	EMPD1	Dambach, K. 2000: Ein Versuch zur Quantifizierung der gerodeten Landoberflache einzelner Landschaften Mitteleuropas mit Hilfe der Pollenanalyse. Dissertationes botanicae 336.	R/A	Dambach	K.	Karin	No information available	dambach@uni-hohenheim.de	-2.6,-1.7,1.8,6.3,11.6,14.5,16.3,16.3,11.8,6.6,1.4,-1.6,-1.97,6.57,15.7,6.6,6.73	40.0,38.0,52.0,58.0,76.0,95.0,105.0,85.0,60.0,45.0,53.0,47.0,125.0,186.0,285.0,158.0,754.0	Austria	Austria	False	False
32	Dambach_a207	207	Waldviertel	Germany	15.15	48.5667	700	C	Same locations used for multiple sites at multiple altitudes; need to check PhD thesis for additional location information (BD)	moss	hand picking	-45	A	False	EMPD1	Dambach, K. 2000: Ein Versuch zur Quantifizierung der gerodeten Landoberflache einzelner Landschaften Mitteleuropas mit Hilfe der Pollenanalyse. Dissertationes botanicae 336.	R/A	Dambach	K.	Karin	No information available	dambach@uni-hohenheim.de	-2.6,-1.7,1.8,6.3,11.6,14.5,16.3,16.3,11.8,6.6,1.4,-1.6,-1.97,6.57,15.7,6.6,6.73	40.0,38.0,52.0,58.0,76.0,95.0,105.0,85.0,60.0,45.0,53.0,47.0,125.0,186.0,285.0,158.0,754.0	Austria	Austria	False	False
33	Dambach_a208	208	Waldviertel	Germany	15.15	48.5667	700	C	Same locations used for multiple sites at multiple altitudes; need to check PhD thesis for additional location information (BD)	moss	hand picking	-45	A	False	EMPD1	Dambach, K. 2000: Ein Versuch zur Quantifizierung der gerodeten Landoberflache einzelner Landschaften Mitteleuropas mit Hilfe der Pollenanalyse. Dissertationes botanicae 336.	R/A	Dambach	K.	Karin	No information available	dambach@uni-hohenheim.de	-2.6,-1.7,1.8,6.3,11.6,14.5,16.3,16.3,11.8,6.6,1.4,-1.6,-1.97,6.57,15.7,6.6,6.73	40.0,38.0,52.0,58.0,76.0,95.0,105.0,85.0,60.0,45.0,53.0,47.0,125.0,186.0,285.0,158.0,754.0	Austria	Austria	False	False
34	Dambach_a209	209	Waldviertel	Germany	15.15	48.5667	700	C	Same locations used for multiple sites at multiple altitudes; need to check PhD thesis for additional location information (BD)	moss	hand picking	-45	A	False	EMPD1	Dambach, K. 2000: Ein Versuch zur Quantifizierung der gerodeten Landoberflache einzelner Landschaften Mitteleuropas mit Hilfe der Pollenanalyse. Dissertationes botanicae 336.	R/A	Dambach	K.	Karin	No information available	dambach@uni-hohenheim.de	-2.6,-1.7,1.8,6.3,11.6,14.5,16.3,16.3,11.8,6.6,1.4,-1.6,-1.97,6.57,15.7,6.6,6.73	40.0,38.0,52.0,58.0,76.0,95.0,105.0,85.0,60.0,45.0,53.0,47.0,125.0,186.0,285.0,158.0,754.0	Austria	Austria	False	False
35	Dambach_a21	21	Waldviertel	Germany	15.3833	48.3833	790	C	Same locations used for multiple sites at multiple altitudes; need to check PhD thesis for additional location information (BD)	moss	hand picking	-45	A	False	EMPD1	Dambach, K. 2000: Ein Versuch zur Quantifizierung der gerodeten Landoberflache einzelner Landschaften Mitteleuropas mit Hilfe der Pollenanalyse. Dissertationes botanicae 336.	R/A	Dambach	K.	Karin	No information available	dambach@uni-hohenheim.de	-1.5,-0.5,3.1,6.5,11.1,14.3,16.0,15.7,12.1,8.1,2.5,-0.5,-0.83,6.9,15.33,7.57,7.24	41.0,41.0,52.0,63.0,83.0,102.0,111.0,92.0,67.0,48.0,56.0,49.0,131.0,198.0,305.0,171.0,805.0	Austria	Austria	False	False
