	samplename	var_	count	acc_var_	original_varname	acc_varname	groupid	notes
31	Lazarova_a5	106	25	106	Poaceae	Poaceae	HERB	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
32	Lazarova_a5	190	1	190	Polygalaceae	Polygala	HERB	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
33	Lazarova_a5	167	1	167	Polypodiaceae	Monolete fern spores	VACR	GroupID taken from POLNET. Only one taxon matched that acc_varname.
34	Lazarova_a5	208	13	208	Quercus	Quercus	TRSH	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
35	Lazarova_a5	156	11	156	Ranunculaceae	Ranunculaceae	HERB	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
36	Lazarova_a5	115	1	115	Rhamnus	Rhamnus-type	TRSH	GroupID taken from POLNET. Only one taxon matched that acc_varname.
37	Lazarova_a5	118	5	118	Rosaceae	Rosaceae	TRSH	Inconsistent at the groupID and higher_groupID levels between EPD and NEOTOMA. Going for EPD groupID.
38	Lazarova_a5	119	12	119	Rubiaceae	Rubiaceae	HERB	Inconsistent at the groupID and higher_groupID levels between EPD and NEOTOMA. Going for EPD groupID.
39	Lazarova_a5	738	4	120	Rumex	Rumex/Oxyria	HERB	GroupID taken from POLNET. Only one taxon matched that acc_varname.
40	Lazarova_a5	25	1	25	Salix	Salix	TRSH	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
41	Lazarova_a5	193	3	193	Scrophulariaceae	Scrophulariaceae (colporate-reticulate)	HERB	GroupID taken from POLNET. Only one taxon matched that acc_varname.
42	Lazarova_a5	1343	3	1252	Taraxacum-type	Crepis-type	HERB	GroupID taken from POLNET. Only one taxon matched that acc_varname.
43	Lazarova_a5	29	1	29	Tilia	Tilia	TRSH	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
44	Lazarova_a5	663	2	663	Urtica	Urtica	HERB	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
45	Lazarova_a5	552	2	552	Vaccinium	Vaccinium	DWAR	GroupID taken from POLNET. Only one taxon matched that acc_varname.
46	Lazarova_a5	1108	2	197	Varia	Indeterminable: unknown	INUN	GroupID taken from POLNET. Only one taxon matched that acc_varname.
47	Lazarova_a5	1345	1	664	Verbascum-type	Verbascum	HERB	GroupID taken from POLNET. Only one taxon matched that acc_varname.
48	Lazarova_a5	445	2	445	Violaceae	Viola	HERB	GroupID taken from POLNET. Only one taxon matched that acc_varname.
